song_name,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration
Winter Wonderland,Jason Mraz,0.0,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,131760
Winter Wonderland,Jason Mraz,0.0,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,131760
Winter Wonderland,Jason Mraz,0.0,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,131760
All I Want For Christmas Is A Real Good Tan,Chord Overstreet,0.0,0.593,0.455,6,-8.192,1,0.0388,0.366,0.0,0.0914,0.564,202.019,234186
Party of One,Brandi Carlile;Sam Smith,0.0,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,259558
Party of One,Brandi Carlile;Sam Smith,0.0,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,259558
Party of One,Brandi Carlile;Sam Smith,0.0,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,259558
Lonely This Christmas,KT Tunstall,0.0,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,257493
Throwing Good After Bad,Brandi Carlile,0.0,0.501,0.0952,2,-12.931,1,0.054,0.963,1.58e-05,0.0915,0.316,138.016,247791
This Time Tomorrow,Brandi Carlile,0.0,0.606,0.326,10,-10.031,1,0.0294,0.841,0.0,0.139,0.414,91.626,206267
Lonely This Christmas,KT Tunstall,0.0,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,257493
The Haves,Eddie Vedder,0.0,0.474,0.519,7,-5.291,1,0.0253,0.281,0.0,0.107,0.326,151.832,306794
When You're Wrong,Brandi Carlile,0.0,0.568,0.301,10,-10.163,0,0.0373,0.796,3.37e-06,0.118,0.142,88.029,266960
You and Me on the Rock,Brandi Carlile;Lucius,0.0,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,230098
You and Me on the Rock,Brandi Carlile;Lucius,0.0,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,230098
"Speak Your Mind (From the Netflix Series ""We The People"")",Brandi Carlile,0.0,0.476,0.666,6,-3.438,1,0.0446,0.314,0.0,0.342,0.498,148.155,193943
You and Me on the Rock,Brandi Carlile;Lucius,0.0,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,230098
You and Me on the Rock,Brandi Carlile;Lucius,0.0,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,230098
You and Me on the Rock,Brandi Carlile;Lucius,0.0,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,230098
You and Me on the Rock,Brandi Carlile;Lucius,0.0,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,230098
You and Me on the Rock,Brandi Carlile;Lucius,0.0,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,230098
Trampoline - Acoustic,Highland Peak,46.0,0.596,0.2,0,-10.424,0,0.0305,0.91,0.000183,0.0884,0.308,107.893,213098
透明だった世界,Motohiro Hata,61.0,0.373,0.914,0,-4.185,1,0.0565,0.076,0.0,0.669,0.56,168.21,232360
Pieces,Andrew Belle,60.0,0.494,0.652,6,-5.863,0,0.0314,0.0754,0.00256,0.125,0.298,137.018,241119
A Drop in the Ocean,Ron Pope,68.0,0.447,0.393,5,-8.65,1,0.038,0.785,0.0,0.28,0.564,73.139,220239
So Far Away - Acoustic,Adam Christopher,52.0,0.576,0.331,6,-9.389,0,0.0306,0.894,3.44e-05,0.129,0.407,149.02,171543
The Enemy,Andrew Belle,62.0,0.536,0.89,1,-5.222,1,0.0375,0.078,0.0202,0.131,0.273,121.974,286865
Build It Better,Aron Wright,51.0,0.526,0.333,4,-13.02,1,0.0314,0.91,0.168,0.111,0.159,94.951,234473
Sleepwalking in the Rain,Chord Overstreet,0.0,0.501,0.381,0,-9.448,1,0.036,0.687,0.00133,0.119,0.502,80.075,216000
Gravity,Sara Bareilles,67.0,0.27,0.275,0,-10.357,1,0.0356,0.834,0.0,0.146,0.231,168.964,232760
What's Left of You,Chord Overstreet,57.0,0.731,0.507,0,-6.477,1,0.046,0.572,0.0,0.0912,0.265,117.969,178600
Pano,Zack Tabudlo,75.0,0.375,0.457,3,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,254400
Sky's Still Blue,Andrew Belle,62.0,0.43,0.791,6,-5.419,0,0.0302,0.0726,0.0193,0.11,0.217,171.864,244320
And I Love Her,Kurt Cobain,66.0,0.616,0.282,1,-15.317,1,0.0331,0.983,0.833,0.13,0.435,96.638,124933
We Can't Stop,Boyce Avenue;Bea Miller,64.0,0.705,0.347,2,-8.249,1,0.0301,0.674,0.0,0.12,0.36,80.057,222146
Always Be My Baby,Tim Halperin,62.0,0.582,0.255,4,-10.254,1,0.0306,0.772,0.0,0.0889,0.285,139.884,181852
Alone with You,Canyon City,58.0,0.549,0.274,1,-12.565,1,0.0379,0.798,6.63e-06,0.103,0.207,86.664,186584
Making All Things New,Aaron Espe,65.0,0.787,0.355,0,-11.429,1,0.0288,0.896,0.0201,0.111,0.48,99.978,159600
She Used To Be Mine,Sara Bareilles,67.0,0.397,0.303,5,-7.508,1,0.0435,0.381,0.0,0.101,0.172,81.05,250266
In My Veins - Feat. Erin Mccarley,Andrew Belle,65.0,0.548,0.42,0,-7.842,1,0.0277,0.198,4.46e-06,0.0899,0.196,128.012,318908
I Don't Wanna Live Forever (Fifty Shades Darker),Tyler Ward,44.0,0.787,0.403,0,-11.989,1,0.033,0.603,0.00857,0.131,0.264,118.042,222351
A Drop In the Ocean,Ron Pope,55.0,0.484,0.573,5,-6.183,1,0.0298,0.0882,1.14e-06,0.15,0.346,139.966,219480
Superman (It's Not Easy),Five For Fighting,70.0,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,221693
When the End Comes,Andrew Belle,57.0,0.541,0.575,9,-9.463,1,0.0491,0.677,0.215,0.102,0.428,91.98,354400
You're Still The One,Bailey Jehl,56.0,0.607,0.473,2,-8.555,1,0.034,0.712,0.0,0.66,0.54,119.698,177500
Light Me Up,Ingrid Michaelson,56.0,0.417,0.595,6,-7.84,1,0.0396,0.158,0.000269,0.101,0.117,147.928,247840
93 Million Miles,Jason Mraz,67.0,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,216386
Kaleidoscope,A Great Big World,62.0,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,229320
The Long Road,Eddie Vedder;Nusrat Fateh Ali Khan,45.0,0.537,0.342,2,-13.553,1,0.0273,0.645,0.266,0.0687,0.253,109.236,330933
What Would I Do Without You,Drew Holcomb & The Neighbors,64.0,0.602,0.336,8,-11.106,1,0.0369,0.883,0.0017,0.143,0.335,90.894,172213
Have It All,Jason Mraz,65.0,0.643,0.638,1,-4.947,0,0.0407,0.204,0.0,0.0707,0.6,82.001,226106
Heavy Heart,Gabrielle Aplin,0.0,0.451,0.7,10,-6.597,0,0.0431,0.455,0.00233,0.405,0.37,150.055,235173
The House We Never Built,Gabrielle Aplin,0.0,0.546,0.391,2,-10.786,0,0.063,0.784,2.72e-06,0.0552,0.202,139.669,195213
Society,Eddie Vedder,68.0,0.561,0.327,11,-10.835,0,0.0327,0.902,0.000469,0.111,0.298,161.858,236306
Please Don't Say You Love Me,Gabrielle Aplin,0.0,0.479,0.541,0,-9.862,1,0.0543,0.74,0.0,0.108,0.3,85.994,181400
Please Don't Say You Love Me,Gabrielle Aplin,0.0,0.479,0.541,0,-9.862,1,0.0543,0.74,0.0,0.108,0.3,85.994,181400
Guaranteed,Eddie Vedder,61.0,0.436,0.4,7,-11.485,1,0.0272,0.904,0.00105,0.125,0.351,100.734,164500
Brave,Sara Bareilles,70.0,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573
Lonely This Christmas,KT Tunstall,0.0,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,257493
Lonely This Christmas,KT Tunstall,0.0,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,257493
Heaven Knows,Five For Fighting,62.0,0.6,0.845,10,-7.076,1,0.0311,0.048,0.0,0.24,0.392,97.631,210612
I Heard The Bells On Christmas Day,The Civil Wars,0.0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,154440
I Heard The Bells On Christmas Day,The Civil Wars,0.0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,154440
Fairytale Of New York,KT Tunstall,0.0,0.447,0.555,2,-6.018,1,0.0349,0.218,3.46e-06,0.124,0.33,117.888,263866
I Heard The Bells On Christmas Day,The Civil Wars,0.0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,154440
I Heard The Bells On Christmas Day,The Civil Wars,0.0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,154440
I Heard The Bells On Christmas Day,The Civil Wars,0.0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,154440
I Heard The Bells On Christmas Day,The Civil Wars,0.0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,154440
I Heard The Bells On Christmas Day,The Civil Wars,0.0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,154440
Hold On,KT Tunstall,0.0,0.661,0.937,4,-5.157,0,0.0979,0.322,1.04e-06,0.19,0.805,105.549,177613
Suddenly I See,KT Tunstall,0.0,0.603,0.78,0,-5.531,1,0.0438,0.139,0.0,0.164,0.693,100.499,199040
Rain,Motohiro Hata,58.0,0.626,0.655,9,-6.69,1,0.0263,0.503,0.0,0.13,0.542,92.003,293040
Somebody Else - Acoustic,Callum J Wright,50.0,0.794,0.38,10,-8.769,0,0.0477,0.762,0.0,0.262,0.617,114.99,138495
Pieces (Hushed),Andrew Belle,59.0,0.52,0.279,5,-10.739,0,0.0547,0.894,0.000105,0.103,0.0951,69.642,198626
Mirrors,Boyce Avenue;Fifth Harmony,57.0,0.545,0.658,1,-7.174,1,0.0474,0.496,0.0,0.105,0.683,76.971,292566
Stand by Me,Boyce Avenue,60.0,0.728,0.266,8,-7.322,1,0.0293,0.872,1.03e-05,0.114,0.307,115.189,199019
Losing Me,Gabrielle Aplin;JP Cooper,61.0,0.66,0.407,7,-8.381,1,0.0571,0.236,0.0,0.109,0.257,133.86,181760
なんでもないや - movie ver.,Mone Kamishiraishi,49.0,0.357,0.161,8,-10.667,1,0.0388,0.971,1.4e-05,0.358,0.325,83.449,349920
You’re Beautiful - Acoustic,John Adams,55.0,0.479,0.154,2,-11.282,1,0.0352,0.915,0.0,0.0974,0.36,147.207,204973
Hikare Inochi,Kitri,51.0,0.592,0.769,2,-5.268,1,0.0311,0.319,4.66e-06,0.137,0.385,102.033,322146
How To Lose a Girl,Tyler Ward,46.0,0.7,0.454,7,-10.39,0,0.0388,0.55,0.0022,0.121,0.34,80.011,210375
Can’t Help Falling in Love,Boyce Avenue,57.0,0.402,0.197,5,-10.775,1,0.0295,0.858,1.05e-06,0.114,0.148,100.044,131000
Dive Deep (Hushed),Andrew Belle,58.0,0.507,0.378,9,-9.019,1,0.0332,0.852,0.000212,0.0937,0.085,135.86,218531
When the Party's over (Acoustic Piano),Ben Woodward,51.0,0.619,0.226,4,-13.453,1,0.0641,0.959,4.42e-05,0.106,0.188,124.96,195945
Boston,Augustana,63.0,0.404,0.571,0,-5.069,1,0.0303,0.182,2.08e-05,0.129,0.29,147.01,245933
Living in the Shadows,Matthew Perryman Jones,53.0,0.418,0.79,4,-6.599,0,0.0506,0.0284,9.96e-06,0.117,0.197,175.975,212386
In Case You Didn’t Know,Boyce Avenue,60.0,0.633,0.299,11,-7.798,1,0.0353,0.833,0.0,0.109,0.341,147.549,225165
death bed (coffee for your head),Andrew Foy;Renee Foy,47.0,0.565,0.0392,1,-28.276,1,0.045,0.835,0.183,0.117,0.601,125.399,112008
You Are My Sunshine,Kina Grannis,60.0,0.664,0.0755,10,-19.836,1,0.0389,0.91,0.0,0.164,0.575,80.004,123609
I Won't Give Up,Jason Mraz,66.0,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,240165
I Was Born To Love You,Ray LaMontagne;Sierra Ferrell,67.0,0.65,0.271,9,-11.081,1,0.0314,0.794,6.9e-05,0.196,0.21,78.036,265843
Only Love Can Hurt Like This,Meg Birch,43.0,0.534,0.213,1,-8.64,1,0.0283,0.884,0.0,0.107,0.0998,98.385,194194
Mr Blue,Catherine Feeny,54.0,0.456,0.386,10,-10.293,1,0.032,0.835,0.108,0.389,0.612,165.733,154600
Do Not Let Me Go,Joshua Hyslop,60.0,0.409,0.234,3,-13.711,1,0.0323,0.338,5e-05,0.0895,0.145,139.832,158960
Holding On And Letting Go,Ross Copperman,49.0,0.502,0.53,2,-9.573,1,0.0266,0.805,0.000738,0.0728,0.102,78.046,319000
You Already Know,JJ Heller,57.0,0.496,0.117,0,-12.884,1,0.0301,0.933,0.0,0.126,0.318,78.068,214360
Believer (Remix),Ben Woodward,42.0,0.585,0.724,1,-6.513,0,0.0745,0.315,0.0681,0.0448,0.333,187.484,204480
Collide - Acoustic Version,Howie Day,67.0,0.582,0.253,10,-11.43,1,0.0259,0.827,2.95e-05,0.091,0.294,90.186,277000
Love Like This,Ben Rector,61.0,0.637,0.14,2,-11.472,1,0.0407,0.903,0.0,0.107,0.392,139.78,214240
Come On Get Higher,Matt Nathanson,71.0,0.672,0.623,9,-5.699,1,0.0297,0.241,0.0,0.0848,0.617,92.018,215173
"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",Rachael Yamagata,49.0,0.422,0.272,4,-10.772,0,0.0353,0.496,1.07e-05,0.0704,0.113,143.413,296862
Kiss Me Slowly,Parachute,61.0,0.47,0.801,9,-6.426,1,0.0352,0.0758,3.53e-05,0.218,0.431,173.92,235813
Without You,Parachute,61.0,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,228933
Absolutely Zero,Jason Mraz,20.0,0.521,0.495,5,-7.756,1,0.027,0.128,0.0,0.296,0.116,135.061,339196
Sleep All Day,Jason Mraz,22.0,0.616,0.81,2,-6.51,1,0.0668,0.369,0.0,0.107,0.79,97.994,296843
You and I Both,Jason Mraz,35.0,0.615,0.812,7,-6.573,1,0.0458,0.184,0.0,0.328,0.74,98.954,218240
Long Nights,Eddie Vedder,60.0,0.478,0.305,5,-13.062,1,0.0306,0.675,0.00139,0.169,0.0974,108.66,151773
Please Don't Say You Love Me,Gabrielle Aplin,59.0,0.479,0.541,0,-9.862,1,0.0545,0.737,0.0,0.108,0.321,85.994,181400
Suddenly I See,KT Tunstall,73.0,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,201706
Who Needs Shelter,Jason Mraz,22.0,0.514,0.569,6,-7.866,0,0.03,0.601,2.21e-06,0.218,0.264,142.597,192260
No Stopping Us,Jason Mraz,19.0,0.646,0.836,1,-6.203,1,0.0327,0.301,3.23e-05,0.29,0.727,105.991,198855
I'll Do Anything,Jason Mraz,24.0,0.57,0.711,9,-4.155,1,0.0703,0.119,0.0,0.352,0.648,163.117,191889
Make You Feel My Love,JJ Heller,57.0,0.678,0.199,9,-9.785,1,0.0307,0.957,3.23e-06,0.0968,0.262,72.006,171293
The Remedy (I Won't Worry),Jason Mraz,35.0,0.589,0.867,10,-4.523,1,0.0385,0.041,0.0,0.306,0.795,94.52,256440
Too Much Food,Jason Mraz,20.0,0.626,0.926,2,-4.441,1,0.0477,0.0265,0.0,0.159,0.548,99.997,221425
The Boy's Gone,Jason Mraz,18.0,0.686,0.556,1,-8.5,0,0.0271,0.532,0.0,0.0922,0.36,112.997,255047
"On Love, in Sadness",Jason Mraz,19.0,0.56,0.832,9,-5.595,1,0.0352,0.108,0.0,0.232,0.802,100.957,208793
Curbside Prophet,Jason Mraz,23.0,0.619,0.793,5,-5.964,1,0.0661,0.263,0.0,0.0828,0.892,177.991,214552
"Tonight, Not Again - Live",Jason Mraz,19.0,0.56,0.278,3,-12.501,1,0.0921,0.733,0.0,0.112,0.594,102.187,264280
"Tonight, Not Again",Jason Mraz,18.0,0.595,0.805,8,-7.926,1,0.0543,0.0167,1.06e-05,0.0691,0.359,102.44,289041
Hard Sun,Eddie Vedder,65.0,0.438,0.827,8,-6.531,1,0.0328,0.0512,0.000402,0.319,0.645,143.377,322080
Here with Me,Susie Suh;Robot Koch,55.0,0.582,0.375,1,-13.277,0,0.0329,0.702,0.0631,0.136,0.106,129.909,238971
The Scientist,Tyler Ward;Lindsey Stirling;Kina Grannis,47.0,0.453,0.295,7,-12.881,1,0.0291,0.518,0.00011,0.293,0.14,146.022,276575
Collide,Howie Day,56.0,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,249120
get better,Eden Elf;Ren Avel,53.0,0.639,0.201,7,-16.613,0,0.0526,0.907,2.26e-05,0.124,0.4,88.107,111734
Sympathy,Kitri,49.0,0.69,0.423,2,-9.194,0,0.0294,0.883,0.0123,0.111,0.59,130.121,210760
Let It Go,Boyce Avenue;Rachel Grae,51.0,0.599,0.349,1,-9.269,1,0.0301,0.819,0.0,0.112,0.444,147.913,255688
What You Need,Chord Overstreet,53.0,0.519,0.264,0,-11.171,1,0.0601,0.918,0.000253,0.237,0.192,140.354,181786
100 Years,Five For Fighting,66.0,0.643,0.569,7,-7.459,1,0.0276,0.544,2.17e-05,0.178,0.275,120.507,244600
You're the Sea,Andrew Belle,56.0,0.573,0.624,1,-9.076,0,0.0324,0.471,0.117,0.114,0.529,161.025,174546
No Direction,Rachael Yamagata,47.0,0.654,0.821,7,-5.472,1,0.0264,0.00666,0.00299,0.228,0.613,111.958,234330
Belong,Cary Brothers,51.0,0.426,0.399,0,-8.447,1,0.034,0.761,0.00112,0.118,0.217,115.979,255600
As It Was,The Mayries,55.0,0.505,0.21,11,-11.349,1,0.0295,0.907,0.0,0.11,0.323,80.721,176542
I'm Yours,Jason Mraz,60.0,0.693,0.43,11,-9.395,1,0.0442,0.565,0.0,0.0928,0.731,151.001,243494
Chi Mai,Joseph Sullinger,40.0,0.739,0.287,6,-14.007,0,0.059,0.969,0.961,0.111,0.557,80.64,188695
Say Something,A Great Big World;Christina Aguilera,58.0,0.453,0.146,2,-8.976,1,0.0343,0.867,3.49e-06,0.0945,0.0915,137.905,229400
Had It All,Parachute,55.0,0.606,0.54,7,-6.271,0,0.0339,0.182,0.000144,0.144,0.249,79.952,216853
Take Me Back ft. Yonnyboii,Zack Tabudlo;Yonnyboii,50.0,0.595,0.646,0,-5.495,1,0.0327,0.11,0.0,0.258,0.563,120.049,149000
Whole Again - Acoustic Version,Tobey Rosen,52.0,0.736,0.145,11,-9.215,1,0.0336,0.855,0.0,0.108,0.235,129.832,157231
Overpass Graffiti,The Mayries,54.0,0.479,0.126,1,-13.974,1,0.0303,0.966,0.0,0.113,0.279,96.327,226603
Love Song,Sara Bareilles,73.0,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,258826
Let Her Go,Andrew Foy;Renee Foy,38.0,0.549,0.291,2,-13.457,1,0.0388,0.858,0.000846,0.129,0.376,75.153,194013
Brighter Than Sunshine,Aqualung,53.0,0.418,0.489,6,-8.373,0,0.0323,0.287,0.0288,0.42,0.398,72.891,242439
Love Story,Tyler Ward;Karis;Ray Lorraine,55.0,0.498,0.12,0,-17.721,1,0.0487,0.851,0.0,0.171,0.338,121.187,232500
Mujer con Abanico,Agustín Amigó;Nylonwings,41.0,0.769,0.135,5,-12.049,0,0.061,0.986,0.905,0.106,0.471,103.939,156787
In the Shadows,Amy Stroup,46.0,0.434,0.469,0,-7.849,0,0.0265,0.52,0.000328,0.108,0.0568,136.282,263823
Can You Feel the Love Tonight,Boyce Avenue;Connie Talbot,63.0,0.452,0.198,10,-9.374,1,0.0335,0.931,2.24e-06,0.1,0.217,119.499,250916
The Story,Brandi Carlile,66.0,0.544,0.5,11,-8.253,1,0.026,0.0325,3.78e-06,0.109,0.177,93.621,238493
Better,JJ Heller,54.0,0.662,0.187,2,-9.003,1,0.0268,0.969,0.000273,0.0922,0.233,104.988,215906
Iris,Kina Grannis,62.0,0.497,0.13,6,-15.571,1,0.0436,0.841,0.0,0.111,0.179,130.769,181136
Rockabye - Acoustic Version,The Mayries,57.0,0.528,0.291,10,-9.696,1,0.0401,0.914,0.0,0.121,0.355,76.805,157466
I Need You More Today,Caleb Santos;Viva Music Publishing Inc.,68.0,0.461,0.522,11,-7.513,1,0.043,0.36,0.0,0.123,0.446,157.768,233728
Beautiful Soul,Boyce Avenue,62.0,0.483,0.506,9,-6.058,1,0.0347,0.394,0.0,0.0946,0.705,87.337,216612
Let's See What The Night Can Do,Jason Mraz,53.0,0.392,0.423,7,-7.813,1,0.0348,0.27,0.0,0.117,0.288,113.537,245186
"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]",Rachael Yamagata,44.0,0.42,0.2,7,-18.827,1,0.0492,0.929,0.49,0.0758,0.164,87.248,219613
Forever And Always,Parachute,57.0,0.657,0.716,2,-5.675,1,0.0301,0.014,0.0,0.0483,0.435,93.924,248960
Fine On The Outside,Priscilla Ahn,52.0,0.495,0.185,9,-13.824,1,0.0288,0.692,0.00403,0.109,0.196,101.89,252466
Tortured Soul,Chord Overstreet,53.0,0.55,0.499,4,-9.502,1,0.0338,0.472,2.26e-06,0.0798,0.144,86.966,246613
I Believe in You,JJ Heller,53.0,0.534,0.359,0,-9.311,1,0.0296,0.449,1.2e-05,0.331,0.267,131.804,198786
At Home,Jon Bryant,55.0,0.378,0.52,11,-10.965,1,0.0382,0.777,0.0888,0.0979,0.357,73.744,226640
"Portland, Maine",Donovan Woods,66.0,0.606,0.349,4,-13.967,1,0.0319,0.764,0.306,0.112,0.156,80.071,203869
Holding On and Letting Go,Ross Copperman,49.0,0.486,0.555,2,-9.466,1,0.0271,0.818,0.00269,0.109,0.0992,77.987,317441
The Flood,Joshua Hyslop,60.0,0.577,0.446,6,-11.343,1,0.0313,0.554,0.0782,0.116,0.262,81.005,261640
Hanggang Kailan (Umuwi Ka Na Baby),Angelina Cruz,38.0,0.59,0.407,4,-9.079,1,0.0361,0.861,9.95e-06,0.094,0.276,145.852,211933
Out of My League,Stephen Speaks,67.0,0.538,0.315,0,-10.057,1,0.0291,0.96,0.00596,0.0979,0.4,91.921,218800
Say Something,A Great Big World,57.0,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,233266
Rise,Eddie Vedder,60.0,0.401,0.58,7,-6.86,1,0.0541,0.906,0.217,0.134,0.526,173.277,156453
World Spins Madly On,The Weepies;Deb Talan;Steve Tannen,64.0,0.502,0.311,1,-13.421,1,0.0285,0.617,4.32e-05,0.129,0.4,107.612,165133
Stumble,Freddie King,0.0,0.678,0.612,4,-9.764,1,0.0339,0.1,0.316,0.164,0.857,118.381,216626
Paradise,Taj Mahal,0.0,0.65,0.406,7,-13.492,1,0.0761,0.568,0.0,0.484,0.862,79.642,251426
