song_name,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration
The Air Near My Fingers,The White Stripes,1,0.469,0.735,7,-7.011,1,0.0395,0.3229999999999999,6.35e-05,0.3720000000000001,0.399,93.924,220347
Only for the Weak,In Flames,63,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007,295227
First World Problemz / Nobody Carez,Brent Faiyaz,52,0.5820000000000001,0.502,3,-11.053,0,0.102,0.259,0.000378,0.16,0.555,85.62899999999998,350549
I Can't Wait,Nu Shooz,2,0.774,0.787,7,-6.109,0,0.0555,0.227,0.00234,0.124,0.956,103.69,220386
I Dare You,The xx,63,0.752,0.5429999999999999,1,-9.483,1,0.0398,0.623,0.0706,0.107,0.282,126.001,233280
Fake Plastic Trees,Radiohead,70,0.454,0.229,2,-12.592,1,0.0297,0.1669999999999999,0.102,0.202,0.134,73.55199999999998,290707
Marvins Room,Drake,74,0.4920000000000001,0.26,9,-17.341,0,0.0921,0.6459999999999999,0.00178,0.0705,0.312,111.519,347227
Beautiful Trauma - MOTi Remix,P!nk,29,0.721,0.747,7,-7.02,1,0.079,0.0154,4.01e-05,0.175,0.248,125.94,209778
Centuries,Fall Out Boy,79,0.394,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.044,228360
Dancewitme,Maxwell,36,0.7120000000000001,0.616,11,-6.687,0,0.0464,0.16,0.435,0.039,0.698,98.094,375000
Grateful (Neon Feather Remix),Cade Thompson,33,0.48,0.962,11,-3.86,1,0.183,0.00593,3.44e-06,0.423,0.6579999999999999,100.037,142723
Fvck Luv,Duki,1,0.716,0.74,4,-6.851,0,0.0757,0.59,0.000145,0.15,0.453,157.094,181959
Congratulations - Don Diablo VIP Mix,Don Diablo,51,0.818,0.879,7,-4.677,0,0.205,0.0912,0.00561,0.14,0.256,123.98,195484
This Is Love,PJ Harvey,51,0.59,0.685,0,-5.216,1,0.0282,6.579999999999999e-05,3.08e-05,0.165,0.425,112.411,226667
"Wow, I'm Not Crazy",AJR,56,0.284,0.609,3,-6.033,1,0.123,0.0438,0.0,0.177,0.521,85.38600000000002,196763
Where Angels Fear To Tread - Single Version,Mustasch,43,0.7509999999999999,0.872,2,-5.307,1,0.0686,0.0027,0.1689999999999999,0.537,0.556,135.94899999999998,211762
Northern Sky (feat. Kb),Capital Kings,0,0.662,0.964,7,-2.792,1,0.0745,0.00622,0.0,0.0796,0.392,144.964,207453
Jungli Sher,DIVINE,48,0.597,0.748,0,-5.906,1,0.223,0.0448,0.0,0.626,0.73,165.907,186943
No Rest for the Wicked - Robin Schulz Remix Edit,Lykke Li,47,0.65,0.903,11,-5.045,0,0.0381,0.000259,0.156,0.905,0.545,119.998,201040
Azzlack Harami,Milonair,0,0.525,0.873,3,-4.006,0,0.355,0.122,0.0,0.0872,0.49,124.04,190933
April Showers,Proleter,56,0.8009999999999999,0.546,11,-7.256,1,0.132,0.28,0.929,0.141,0.902,94.0,275751
Hot In Herre,Nelly,71,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,228240
Rearranged,Killstation,37,0.512,0.44,1,-7.816,1,0.233,0.00386,3.11e-06,0.233,0.132,207.992,86805
No Stylist,French Montana,76,0.765,0.7040000000000001,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055,192172
Live And Let Die,Guns N' Roses,9,0.262,0.7929999999999999,11,-8.668,1,0.0646,0.00968,0.08,0.115,0.247,152.447,183973
Ocean Drive - Michael Calfan Remix,Duke Dumont,1,0.755,0.698,8,-6.85,0,0.0483,0.0566,0.0166,0.112,0.81,122.984,285000
Legends Never Die (feat. Against the Current),League of Legends,10,0.498,0.598,4,-6.638,0,0.0377,0.00786,0.0,0.111,0.0573,140.078,235000
Da Graveyard,Big L,50,0.813,0.757,1,-5.358,1,0.356,0.516,0.0,0.363,0.6459999999999999,92.996,323760
Bored,Billie Eilish,76,0.614,0.318,7,-12.695,1,0.0478,0.8959999999999999,0.00239,0.0795,0.112,119.959,180933
Lying We're Fine,Leonell Cassio,42,0.644,0.525,6,-6.762,0,0.0298,0.0583,1.03e-06,0.206,0.245,102.006,178835
I'm Dreamin',Christopher Williams,55,0.7879999999999999,0.745,6,-9.342,1,0.0581,0.249,7.66e-06,0.25,0.688,110.133,303707
This World Is Sick,IC3PEAK,48,0.7959999999999999,0.7559999999999999,8,-2.244,1,0.0572,0.0059,0.00679,0.128,0.0292,120.01,112000
Nevermore - Remastered 2011,Queen,35,0.366,0.398,5,-11.527,1,0.0367,0.873,2.9e-06,0.13,0.181,117.705,78667
Certainly - Flipped It,Erykah Badu,1,0.754,0.361,10,-8.634,0,0.0493,0.0134,0.326,0.124,0.455,78.093,326040
Don't You Want Me,Jody Watley,16,0.873,0.767,9,-6.958,0,0.039,0.0516,7.49e-06,0.0678,0.833,111.998,253160
I'm a Mess,Bebe Rexha,80,0.63,0.6940000000000001,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519
Ready Set (feat. Big Sean),Kash Doll,73,0.8490000000000001,0.62,4,-5.921,0,0.0589,0.00252,0.000283,0.113,0.481,96.005,165375
Roll With Me (feat. Shungudzo) - Friend Within Remix,Bantu,34,0.68,0.944,9,-4.518,1,0.0472,0.0435,0.0104,0.162,0.7,123.995,192613
Moved On,Redlight Blue,39,0.491,0.6729999999999999,4,-10.568,0,0.0287,0.186,0.0,0.369,0.6809999999999999,88.139,167045
I See Your Smile,Gloria Estefan,34,0.403,0.457,9,-8.984,1,0.0272,0.237,0.0,0.185,0.231,79.187,274133
Motownphilly,Boyz II Men,1,0.7070000000000001,0.942,2,-5.32,1,0.105,0.0057,1e-05,0.177,0.8320000000000001,114.173,235265
Te Vi,Piso 21,83,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848
Goodness Gracious - The Chainsmokers Extended Remix,Ellie Goulding,35,0.569,0.855,1,-2.495,0,0.0379,0.0209,0.000393,0.128,0.239,127.979,259022
Krantenwijk,Lil Kleine,6,0.929,0.794,9,-4.245,0,0.122,0.51,0.0,0.129,0.816,120.002,202893
Call You Mine,The Chainsmokers,39,0.591,0.7020000000000001,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,217653
Untouchable,Tritonal,53,0.542,0.795,7,-3.131,1,0.0379,0.0664,2.89e-06,0.313,0.251,128.959,228837
Déjame Volar,Aleman,52,0.8540000000000001,0.438,5,-11.475,0,0.489,0.511,0.00189,0.295,0.178,139.957,203964
Feel Me (feat. Kanye West),Tyga,0,0.611,0.5710000000000001,1,-6.371,1,0.119,0.00362,0.0,0.902,0.175,142.162,199447
Andar Conmigo,Julieta Venegas,69,0.77,0.585,0,-8.06,1,0.0285,0.3,0.0,0.116,0.912,116.994,193373
"Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) - Remix",NLE Choppa,77,0.79,0.88,7,-1.983,1,0.376,0.324,0.0,0.0829,0.857,175.013,198694
Nothin' But The Cavi Hit,Mack 10,35,0.8370000000000001,0.784,1,-4.576,0,0.159,0.0371,0.000407,0.0999,0.55,97.884,240813
Alladat,Jarren Benton,39,0.672,0.856,11,-5.537,1,0.262,0.0534,3.929999999999999e-05,0.218,0.6409999999999999,180.048,207560
Losing It,FISHER,14,0.76,0.964,2,-5.844,1,0.0576,0.00182,0.7,0.0974,0.6409999999999999,125.0,248036
1999,Charli XCX,71,0.7390000000000001,0.742,7,-4.586,1,0.0329,0.0227,1.39e-06,0.229,0.659,124.016,189000
Howling,RY X,5,0.7120000000000001,0.327,6,-13.86,0,0.0304,0.162,0.0787,0.109,0.113,119.983,309591
48H (feat. Sfera Ebbasta),Izi,68,0.755,0.502,5,-9.08,0,0.0655,0.307,0.0,0.105,0.6,149.91899999999995,198125
Hard To Handle,The Black Crowes,68,0.593,0.7859999999999999,4,-3.596,1,0.0446,0.00216,0.000667,0.311,0.955,103.761,188067
Rhiannon,Fleetwood Mac,68,0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,252773
"If You Leave - From ""Pretty In Pink""",Orchestral Manoeuvres In The Dark,59,0.635,0.684,0,-11.687,1,0.0329,0.088,0.156,0.0755,0.892,120.269,268547
Stand By (feat. Rudimental) [#CWC19],LORYN,58,0.6609999999999999,0.78,1,-4.738,1,0.0832,0.0616,0.0,0.23,0.623,116.025,189274
Forget,Twin Shadow,34,0.5710000000000001,0.821,5,-6.715,1,0.0315,0.455,0.769,0.136,0.535,79.979,230000
Make Me Feel Better - Klingande Remix,Alex Adair,28,0.685,0.731,0,-7.568,0,0.0312,0.0179,0.175,0.136,0.155,125.98,265238
I Adore Mi Amor,Color Me Badd,43,0.6829999999999999,0.476,3,-9.995,0,0.027,0.243,0.0,0.0786,0.725,91.989,289200
Panama - 2015 Remaster,Van Halen,73,0.527,0.978,8,-5.436,1,0.109,0.00124,4.75e-05,0.0744,0.463,141.16899999999995,210227
I Need Your Love (feat. Ellie Goulding),Calvin Harris,69,0.695,0.8690000000000001,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507
It's Goin' Down (feat. Nitti),Yung Joc,65,0.888,0.5770000000000001,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.00299999999999,241840
Ich Binnezz,Bonez MC,41,0.615,0.705,11,-6.222,1,0.494,0.0316,0.0,0.667,0.284,104.335,246107
Lucifer,JAY-Z,55,0.551,0.927,6,-2.263,0,0.43,0.0508,0.0,0.0739,0.8390000000000001,171.4,192040
If I Ever Lose My Faith In You,Sting,57,0.575,0.727,2,-9.539,1,0.0281,0.00952,0.00754,0.054,0.504,97.995,270533
Middle Of The Night,MJG,29,0.856,0.7070000000000001,6,-7.041,0,0.178,0.0917,0.0,0.306,0.7809999999999999,137.997,305440
Bloom,bLAck pARty,61,0.7490000000000001,0.399,8,-7.526,1,0.0393,0.261,0.0126,0.0949,0.816,89.97200000000002,302001
