song_name,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration
A State Of Trance (ASOT 874) - Contact 'Service For Dreamers',Armin van Buuren,11,0.555,0.547,9,-11.486,0,0.341,0.0577,0.0,0.66,0.6459999999999999,64.775,38230
"A State Of Trance (ASOT 874) - Track Recap, Pt. 4",Armin van Buuren,11,0.427,0.659,7,-10.572,1,0.2019999999999999,0.0478,0.0,0.348,0.698,134.254,33240
Hurt (ASOT 874),Jeremy Vancaulart,18,0.428,0.975,6,-10.791,1,0.131,7.840000000000001e-05,0.48,0.708,0.0398,138.026,224650
"A State Of Trance (ASOT 874) - Coming Up, Pt. 5",Armin van Buuren,11,0.486,0.805,8,-10.663,1,0.249,0.0769,0.0,0.256,0.391,131.339,34920
"A State Of Trance (ASOT 874) - This Week's Service For Dreamers, Pt. 1",Armin van Buuren,11,0.602,0.49,11,-11.624,1,0.4379999999999999,0.192,0.0,0.894,0.575,68.184,34150
Sunbeam (ASOT 874),Monada,13,0.365,0.8809999999999999,4,-12.329,0,0.0455,1.7e-05,0.966,0.428,0.12,137.986,158780
We Control The Sunlight (ASOT 874) - Dan Stone Remix,Armin van Buuren,16,0.418,0.86,6,-11.502,0,0.0735,1.26e-05,0.465,0.2239999999999999,0.206,137.866,235450
"A State Of Trance (ASOT 874) - This Week's Service For Dreamers, Pt. 2",Armin van Buuren,11,0.599,0.529,11,-11.018,0,0.325,0.207,0.0,0.848,0.585,133.665,32200
"A State Of Trance (ASOT 874) - This Week's Service For Dreamers, Pt. 3",Armin van Buuren,11,0.564,0.473,1,-11.533,0,0.324,0.205,0.0,0.358,0.309,119.102,36370
On The Rocks (ASOT 874),John Askew,18,0.387,0.989,1,-11.694,1,0.0813,0.00294,0.959,0.684,0.33,138.07399999999998,137390
Missing (ASOT 874) - Jorn van Deynhoven Remix,Armin van Buuren,16,0.456,0.948,7,-11.608,1,0.0953,1.89e-05,0.457,0.288,0.081,138.004,192000
Always Be Around (ASOT 874) - Pinkque Remix,MaRLo,15,0.392,0.816,4,-11.267,0,0.048,0.0002089999999999,0.371,0.327,0.0373,138.077,205160
"A State Of Trance (ASOT 874) - Track Recap, Pt. 5",Armin van Buuren,10,0.409,0.8390000000000001,10,-10.477,0,0.314,0.103,0.0,0.657,0.652,139.716,31340
Exploration Of Space (ASOT 874),Cosmic Gate,12,0.425,0.922,7,-10.325,1,0.0526,0.00704,0.0109,0.331,0.695,138.055,58910
Burning Heart (ASOT 874),ALPHA 9,16,0.4479999999999999,0.85,0,-10.879,1,0.0349,1.39e-05,0.0228,0.539,0.218,128.05200000000002,210000
Activate (ASOT 874) [Trending Track],Avao,12,0.465,0.855,7,-11.082,1,0.054,0.000648,0.254,0.462,0.5429999999999999,138.076,64370
Wayfarer (ASOT 874),Audien,14,0.43,0.8759999999999999,7,-12.224,0,0.0941,0.000151,0.317,0.184,0.75,127.994,89980
A State Of Trance (ASOT 874) - Shout Outs,Armin van Buuren,10,0.465,0.616,11,-10.644,1,0.1989999999999999,0.283,0.0,0.584,0.878,148.377,32190
EIFORYA (ASOT 874),Armin van Buuren,11,0.254,0.314,0,-12.533,1,0.043,0.0472,0.51,0.181,0.493,138.033,45330
Skin (ASOT 874),ALPHA 9,14,0.423,0.449,2,-12.175999999999998,0,0.0335,0.19,0.43,0.482,0.165,128.059,154470
My Own Hymn (ASOT 874) - ALPHA 9 Remix,Above & Beyond,14,0.296,0.58,0,-11.186,1,0.0476,0.000643,0.000176,0.262,0.156,127.613,261059
A State Of Trance (ASOT 874) - Vote For DJ Mag Top 100,Armin van Buuren,10,0.441,0.836,0,-10.729,0,0.095,0.0416,0.0,0.307,0.634,137.64700000000002,42230
Absolute Reality (ASOT 874) - ARTY Remix,Reverse,15,0.421,0.561,10,-12.234000000000002,1,0.0468,4.57e-05,0.8,0.1689999999999999,0.0524,127.934,180410
The Night Is Ours (ASOT 874),ALPHA 9,15,0.3989999999999999,0.5710000000000001,5,-11.42,0,0.0458,0.00052,0.0594,0.2769999999999999,0.243,128.064,173790
"A State Of Trance (ASOT 874) - Track Recap, Pt. 6",Armin van Buuren,10,0.423,0.675,7,-10.714,1,0.1989999999999999,0.0493,0.0,0.433,0.8079999999999999,142.369,33160
Hydra (ASOT 874),Deniz Koyu,13,0.408,0.6679999999999999,8,-11.939,0,0.0584,0.00883,0.96,0.151,0.0917,127.879,75000
New York (ASOT 874),Rafael Frost,11,0.523,0.586,1,-11.145,1,0.057,4.9000000000000005e-06,0.765,0.8320000000000001,0.336,127.962,40990
Only Good Mistake (ASOT 874),ALPHA 9,14,0.379,0.483,1,-11.232,1,0.0567,0.000997,0.0037,0.507,0.126,128.096,135000
A State Of Trance (ASOT 874) - Upcoming Events,Armin van Buuren,10,0.481,0.7829999999999999,11,-10.937,0,0.356,0.261,0.0,0.644,0.752,77.539,33400
Shivers (ASOT 874) - ALPHA 9 Remix,Armin van Buuren,14,0.44,0.789,1,-10.886,1,0.0473,0.000121,0.235,0.242,0.192,127.963,322400
Sleepwalker (ASOT 874),ALPHA 9,13,0.21,0.506,4,-10.958,0,0.0512,4.270000000000001e-05,0.038,0.207,0.134,122.931,189100
Must Be The Love (ASOT 874),ARTY,13,0.485,0.86,11,-12.26,0,0.41,4.2e-06,0.823,0.347,0.311,127.993,60000
Higher Place (ASOT 874),ALPHA 9,12,0.397,0.631,8,-13.278,0,0.0506,0.371,0.514,0.488,0.66,128.084,37434
Nobody Told Me (ASOT 874),Andrew Bayer,11,0.461,0.86,2,-11.483,1,0.0572,0.000127,0.9,0.434,0.493,127.982,105200
A State Of Trance (ASOT 874) - Outro,Armin van Buuren,9,0.0,0.524,11,-11.89,0,0.0,0.0282,0.0,0.6579999999999999,0.0,0.0,33310
Riding Shotgun in Japan (feat. KOHH),Xavier Wulf,36,0.774,0.54,2,-9.954,0,0.16,0.115,0.0,0.79,0.541,129.918,163835
"舟歌 嬰ヘ長調, 作品 60",Frédéric Chopin,9,0.318,0.0749,6,-24.19,1,0.0353,0.993,0.871,0.0873,0.0753,88.744,523227
"スケルツォ 第 2番 変ロ長調, 作品 31",Frédéric Chopin,8,0.412,0.126,1,-21.512,1,0.0437,0.99,0.91,0.0989,0.139,137.81799999999998,563880
"練習曲, 作品 25 第 1番: 変イ長調 エオリアン・ハープ",Frédéric Chopin,8,0.184,0.0697,8,-26.376,1,0.0344,0.985,0.846,0.12,0.0607,88.595,156613
"練習曲, 作品 25 第 9番: 変ト長調 蝶々",Frédéric Chopin,6,0.535,0.238,6,-22.099,1,0.0508,0.987,0.883,0.136,0.715,101.77,69813
Check It Out (Remix) [feat. Skepta],Xavier Wulf,42,0.8420000000000001,0.653,9,-8.046,0,0.135,0.315,0.0,0.104,0.8440000000000001,156.006,121555
YEAH!,Spirit Animal,17,0.523,0.665,4,-5.686,1,0.0667,0.000254,0.011,0.11,0.386,168.085,196343
Running Water,Bmbu,9,0.778,0.4579999999999999,10,-13.004,0,0.0857,0.212,0.589,0.0878,0.171,91.981,57391
Need You,Jvnior,37,0.748,0.637,2,-7.113,1,0.0626,0.166,0.0036,0.321,0.6709999999999999,104.995,146308
Can't Love You No More,Natalie Stovall,21,0.5720000000000001,0.939,4,-3.415,0,0.106,0.0088799999999999,0.0,0.287,0.591,106.041,184240
The timeless one,Jon Z,19,0.412,0.618,6,-7.049,1,0.0286,0.0441,0.294,0.191,0.139,180.007,184750
Remembering,Smutelish,0,0.71,0.392,0,-7.129,1,0.481,0.873,0.0004559999999999,0.0895,0.943,90.71,44716
The movie,Jon Z,20,0.524,0.2,0,-26.135,1,0.0496,0.00182,0.944,0.0758,0.176,148.03,227027
Hardway,Rakeem Miles,28,0.944,0.752,11,-6.556,1,0.0775,0.0236,0.00126,0.115,0.295,110.062,183273
Movin On,Mantraa,20,0.779,0.8590000000000001,5,-3.977,1,0.0661,0.00162,0.0152,0.225,0.5589999999999999,120.023,180000
Fepa,Buhano,0,0.606,0.5920000000000001,0,-10.803,1,0.0375,0.371,0.898,0.111,0.8390000000000001,122.735,127409
Red Planet - Quiet Land Extended,Joe,3,0.789,0.976,0,-11.106,1,0.0598,0.157,0.804,0.039,0.6759999999999999,134.89600000000002,374840
Full Recovery,Curtis Walsh,54,0.524,0.307,9,-9.753,1,0.0465,0.7859999999999999,0.0,0.111,0.408,153.157,176135
Troubled,Alexander Gold,0,0.4589999999999999,0.501,10,-5.747999999999999,1,0.0317,0.7290000000000001,0.0,0.159,0.41,71.929,202406
AC,Kojbob,0,0.747,0.495,4,-10.975,0,0.0452,0.0155,0.142,0.155,0.825,122.929,127241
imaginary friends - ov,deadmau5,40,0.0971,0.178,7,-15.84,1,0.0351,0.5720000000000001,0.934,0.0824,0.0458,169.53400000000002,103125
Little Richard,Death Grips,40,0.484,0.929,9,-4.552,0,0.119,0.0009119999999999,0.0968,0.344,0.596,138.36,145382
Educated,Nathan Fouts,0,0.466,0.513,4,-9.816,1,0.108,0.247,0.0,0.0934,0.235,110.186,272000
Joy Wishes,Zallow Chance,0,0.173,0.461,7,-6.372999999999999,0,0.0327,0.3829999999999999,0.785,0.344,0.105,95.243,151745
Taste - DSKO Remix,Betty Who,24,0.7559999999999999,0.472,5,-9.644,0,0.0726,0.0614,9.8e-06,0.0871,0.519,114.96,236348
OCEAN SURE,Ne-Yo,45,0.362,0.449,9,-7.7,1,0.0474,0.153,0.000177,0.16,0.1969999999999999,97.876,224120
Camara Lenta,Marvelus Fame,47,0.718,0.695,5,-6.039,1,0.213,0.679,2.84e-06,0.0902,0.467,142.109,205822
Kanye's Bday Song,Chaos Chaos,39,0.8290000000000001,0.727,1,-8.942,1,0.122,0.0409999999999999,4.24e-05,0.121,0.895,122.049,128000
"Go 2.0 (feat. Jorja Smith, H.E.R. and Rapsody)",Alex Da Kid,48,0.586,0.569,1,-6.507000000000001,0,0.0649,0.0237,0.0,0.179,0.65,132.71200000000002,207173
Kids in Love (feat. The Night Game) - The Him Remix,Kygo,48,0.532,0.723,0,-4.691,1,0.0449,0.104,9.28e-06,0.114,0.181,125.071,195920
Hands,Hosannas,19,0.616,0.419,9,-9.31,0,0.0303,0.5579999999999999,0.000348,0.0636,0.3279999999999999,138.985,281958
Number One,Chris Lane,1,0.589,0.745,0,-3.821,1,0.0288,0.417,0.0,0.195,0.484,131.912,222387
Money Power Respect,Brandon Rose,0,0.669,0.8270000000000001,8,-5.426,0,0.257,0.0932,0.0,0.24,0.298,116.14,206821
In The Air (feat. BlocBoy JB),Rico Nasty,46,0.8440000000000001,0.931,11,-2.01,0,0.239,0.207,0.0,0.119,0.8490000000000001,139.924,178405
Stay Down,Dawes,38,0.732,0.494,4,-10.033,1,0.0328,0.616,0.000481,0.109,0.765,115.857,200352
Back in Tokyo,Sleepdealer,33,0.7659999999999999,0.3379999999999999,0,-13.111,1,0.546,0.892,0.479,0.105,0.6729999999999999,84.02600000000001,103036
Throwback,Jim James,36,0.402,0.8640000000000001,6,-5.316,1,0.0481,0.0224,6.97e-06,0.0777,0.487,117.281,318800
Together,Zaxx,40,0.526,0.482,9,-6.358,1,0.035,8.66e-05,0.557,0.429,0.04,84.96799999999999,235779
Dialo,Jon Z,40,0.748,0.6940000000000001,4,-7.042000000000001,0,0.16,0.652,0.0,0.725,0.601,125.195,195362
Curse of the I-5 Corridor,Neko Case,43,0.359,0.573,9,-8.92,0,0.0503,0.433,0.00139,0.354,0.352,148.029,421244
El Próximo Viernes,Espinoza Paz,53,0.7829999999999999,0.432,0,-5.551,1,0.034,0.696,1.05e-06,0.0382,0.72,136.092,251992
crimson,Slim.,30,0.882,0.188,0,-8.841000000000001,1,0.304,0.396,0.828,0.0977,0.79,86.684,120935
I Feel Love,Monique Nikkole,0,0.7120000000000001,0.395,7,-11.485,0,0.0506,0.00456,0.166,0.1159999999999999,0.733,127.998,232500
On The Move,Ethan Payton,26,0.841,0.402,9,-10.882,1,0.076,0.504,3.17e-06,0.0984,0.542,115.024,207652
